ID,Channel,Purchases
404820,Catalog,1
13268197,Catalog,1
373952,Catalog,0
7045866,Catalog,0
4692455,Catalog,2
1818078,Catalog,1
16386238,Catalog,1
8226051,Catalog,0
16222295,Catalog,4
3920777,Catalog,3
8011874,Catalog,4
9826448,Catalog,4
4928651,Catalog,0
13622975,Catalog,9
6546580,Catalog,2
9198929,Catalog,1
16408454,Catalog,1
10024107,Catalog,7
4600382,Catalog,4
725550,Catalog,0
2222600,Catalog,1
3160250,Catalog,0
11138190,Catalog,1
15251287,Catalog,0
16236468,Catalog,2
4192418,Catalog,1
5004722,Catalog,3
2572263,Catalog,1
12644476,Catalog,2
5632284,Catalog,2
2886286,Catalog,4
938026,Catalog,3
15124817,Catalog,3
237386,Catalog,0
10093196,Catalog,1
13365438,Catalog,9
16200972,Catalog,0
5011953,Catalog,1
11956877,Catalog,1
5287667,Catalog,0
1325569,Catalog,0
4357294,Catalog,1
4131081,Catalog,4
4409537,Catalog,1
1035777,Catalog,1
16055558,Catalog,0
1599141,Catalog,0
6236739,Catalog,1
11845580,Catalog,4
5924845,Catalog,9
5662453,Catalog,2
1872617,Catalog,0
10929437,Catalog,4
8301363,Catalog,5
186578,Catalog,4
15908583,Catalog,2
795535,Catalog,5
180598,Catalog,7
5632177,Catalog,0
9039039,Catalog,1
4225642,Catalog,1
8189973,Catalog,0
8779935,Catalog,4
5316941,Catalog,9
547924,Catalog,2
8127596,Catalog,1
639519,Catalog,2
2308686,Catalog,1
405400,Catalog,1
14777113,Catalog,3
10440071,Catalog,1
2216176,Catalog,1
13421727,Catalog,0
12504649,Catalog,1
9300496,Catalog,3
13646394,Catalog,3
4241942,Catalog,1
9181959,Catalog,2
5727236,Catalog,0
3684813,Catalog,1
2637211,Catalog,0
6204602,Catalog,11
14045227,Catalog,6
6494572,Catalog,2
14820695,Catalog,4
7757534,Catalog,11
14157269,Catalog,10
6053130,Catalog,0
1473995,Catalog,1
4228415,Catalog,2
8635749,Catalog,0
14685644,Catalog,0
8990537,Catalog,3
8260886,Catalog,1
11624253,Catalog,2
4994475,Catalog,0
5902874,Catalog,2
1799319,Catalog,2
2010091,Catalog,5
9895615,Catalog,5
6358433,Catalog,2
16261373,Catalog,2
4396154,Catalog,0
11994100,Catalog,2
5938629,Catalog,2
11415284,Catalog,5
10923658,Catalog,5
9617632,Catalog,0
12905551,Catalog,0
12359126,Catalog,0
16523529,Catalog,1
13328344,Catalog,1
324210,Catalog,6
620836,Catalog,3
12682241,Catalog,13
13916856,Catalog,5
12492446,Catalog,0
2215189,Catalog,1
5516325,Catalog,0
7617997,Catalog,3
11953351,Catalog,0
4104896,Catalog,0
11931337,Catalog,2
10902641,Catalog,0
7415796,Catalog,0
2231516,Catalog,0
15375851,Catalog,1
12376456,Catalog,0
5348825,Catalog,2
15339292,Catalog,8
14657222,Catalog,3
9048726,Catalog,3
1473772,Catalog,0
2917537,Catalog,4
8685975,Catalog,8
2555279,Catalog,0
13103055,Catalog,2
13830149,Catalog,0
15404141,Catalog,2
13460020,Catalog,6
3905906,Catalog,4
10304510,Catalog,4
10754785,Catalog,2
3576618,Catalog,2
14904299,Catalog,0
2980259,Catalog,0
15168515,Catalog,0
15895179,Catalog,2
1866415,Catalog,1
13217840,Catalog,5
6792729,Catalog,2
14421467,Catalog,2
3086502,Catalog,0
16404486,Catalog,2
15730553,Catalog,3
3852714,Catalog,3
11371102,Catalog,2
15519949,Catalog,1
11991810,Catalog,0
7073462,Catalog,0
3795098,Catalog,4
9841004,Catalog,0
10850235,Catalog,4
15850811,Catalog,3
14847795,Catalog,2
9038709,Catalog,2
14856869,Catalog,1
7591393,Catalog,1
103404,Catalog,3
5081016,Catalog,1
1741989,Catalog,4
2234114,Catalog,1
11056633,Catalog,1
7760616,Catalog,2
5987089,Catalog,0
6922592,Catalog,0
7689258,Catalog,2
10279667,Catalog,0
2602634,Catalog,0
3383209,Catalog,0
15294414,Catalog,2
13458387,Catalog,3
13905313,Catalog,0
10163302,Catalog,3
15476877,Catalog,4
12763843,Catalog,0
7829335,Catalog,4
2879761,Catalog,1
6942846,Catalog,0
5358888,Catalog,1
5360321,Catalog,3
10414063,Catalog,0
7913109,Catalog,0
9719954,Catalog,5
7101157,Catalog,0
12880234,Catalog,2
5334372,Catalog,1
3806164,Catalog,1
2205013,Catalog,0
6878934,Catalog,3
2967104,Catalog,1
2528896,Catalog,3
11698189,Catalog,0
16629015,Catalog,0
8980138,Catalog,5
11767540,Catalog,0
2848815,Catalog,1
9117481,Catalog,0
9307271,Catalog,3
448874,Catalog,1
11697642,Catalog,2
16525285,Catalog,0
14648406,Catalog,1
4138950,Catalog,2
3045710,Catalog,2
3071785,Catalog,5
8841888,Catalog,4
4317819,Catalog,0
3394246,Catalog,0
1057204,Catalog,0
4949463,Catalog,3
16222914,Catalog,2
4248889,Catalog,0
5341224,Catalog,7
7590178,Catalog,1
4228483,Catalog,1
14187576,Catalog,2
11582291,Catalog,1
9773764,Catalog,11
10270903,Catalog,8
8011343,Catalog,1
419977,Catalog,2
13031389,Catalog,4
2978368,Catalog,2
6246150,Catalog,3
14303205,Catalog,0
7635348,Catalog,1
4283965,Catalog,0
9847696,Catalog,3
13160166,Catalog,0
1984581,Catalog,5
2740123,Catalog,4
16030521,Catalog,0
9292682,Catalog,1
3183616,Catalog,0
9935675,Catalog,3
815856,Catalog,1
11151139,Catalog,3
670900,Catalog,5
2294572,Catalog,5
12220276,Catalog,2
9937872,Catalog,1
15239037,Catalog,4
13608091,Catalog,0
12095601,Catalog,1
11581238,Catalog,0
12728125,Catalog,2
280244,Catalog,7
4737576,Catalog,6
415809,Catalog,0
800656,Catalog,0
10697868,Catalog,5
2663128,Catalog,0
8386096,Catalog,2
12953360,Catalog,3
7506906,Catalog,1
4251810,Catalog,3
11941080,Catalog,2
9514425,Catalog,1
14866855,Catalog,0
7940003,Catalog,1
12254117,Catalog,5
6478600,Catalog,0
11633570,Catalog,1
3688313,Catalog,2
16668261,Catalog,0
4526221,Catalog,0
565806,Catalog,5
13845541,Catalog,0
6254846,Catalog,4
7605337,Catalog,4
5877137,Catalog,0
12627275,Catalog,8
13004771,Catalog,2
15726098,Catalog,0
16456479,Catalog,3
3448997,Catalog,0
2335442,Catalog,0
8211963,Catalog,8
6003697,Catalog,6
4954693,Catalog,0
6468105,Catalog,0
12720007,Catalog,1
9864296,Catalog,3
13444263,Catalog,1
16028012,Catalog,1
8463112,Catalog,4
5664958,Catalog,1
11265149,Catalog,2
496637,Catalog,13
5485874,Catalog,3
13761585,Catalog,2
11276743,Catalog,1
13612163,Catalog,8
1869562,Catalog,3
9525121,Catalog,0
1191440,Catalog,0
45681,Catalog,0
2470890,Catalog,2
3330554,Catalog,0
14098730,Catalog,0
3886708,Catalog,0
5541538,Catalog,2
1272284,Catalog,2
1614364,Catalog,2
9793987,Catalog,5
2312995,Catalog,1
9630507,Catalog,1
7687875,Catalog,1
8922551,Catalog,0
2485322,Catalog,4
15906126,Catalog,6
11012930,Catalog,11
3048206,Catalog,0
12442569,Catalog,1
125343,Catalog,5
10997159,Catalog,0
6076379,Catalog,0
11824495,Catalog,1
13895488,Catalog,9
7277805,Catalog,4
5277731,Catalog,6
9045098,Catalog,2
3259959,Catalog,2
5238221,Catalog,2
4074322,Catalog,1
809246,Catalog,1
6878360,Catalog,2
12847014,Catalog,0
14051530,Catalog,0
10935289,Catalog,1
8952518,Catalog,0
3732499,Catalog,7
4090228,Catalog,1
10180114,Catalog,1
1012701,Catalog,7
11483766,Catalog,1
14498866,Catalog,0
16433970,Catalog,1
11690107,Catalog,3
3210181,Catalog,6
9360027,Catalog,0
711201,Catalog,3
9433829,Catalog,5
9478296,Catalog,5
1414991,Catalog,1
13507219,Catalog,0
10112154,Catalog,0
2989102,Catalog,12
15740614,Catalog,2
8308179,Catalog,1
844879,Catalog,1
14758184,Catalog,0
15092762,Catalog,2
1677968,Catalog,1
6072601,Catalog,3
471467,Catalog,2
1826248,Catalog,0
10290150,Catalog,7
2976530,Catalog,11
6731782,Catalog,1
7256168,Catalog,3
4706232,Catalog,4
16756475,Catalog,3
13504490,Catalog,0
14291870,Catalog,6
8875428,Catalog,0
1845994,Catalog,5
14851541,Catalog,0
15148531,Catalog,2
10008964,Catalog,0
10510768,Catalog,0
13556545,Catalog,1
4048094,Catalog,0
6401998,Catalog,4
10698248,Catalog,5
6931800,Catalog,6
12760940,Catalog,1
15451232,Catalog,1
2175398,Catalog,0
3979747,Catalog,7
5927934,Catalog,0
1605684,Catalog,0
5264500,Catalog,1
10240292,Catalog,2
2774801,Catalog,4
3525969,Catalog,0
5575402,Catalog,1
7064777,Catalog,1
12633755,Catalog,0
6572430,Catalog,2
11484407,Catalog,1
13140188,Catalog,6
464236,Catalog,1
10920934,Catalog,3
5767996,Catalog,0
12251870,Catalog,9
9034540,Catalog,10
11506514,Catalog,1
6941572,Catalog,2
4170083,Catalog,4
5779623,Catalog,4
10919903,Catalog,3
693578,Catalog,10
16348371,Catalog,3
14320517,Catalog,0
7392299,Catalog,4
13746139,Catalog,4
14407336,Catalog,0
7962064,Catalog,2
2458472,Catalog,5
7437149,Catalog,4
4239927,Catalog,2
5520395,Catalog,2
16621177,Catalog,4
9638637,Catalog,1
8969785,Catalog,2
10150452,Catalog,2
13221861,Catalog,6
4269481,Catalog,6
1345631,Catalog,3
3904958,Catalog,1
9556890,Catalog,1
6788667,Catalog,0
9831030,Catalog,3
7784539,Catalog,5
6368046,Catalog,1
10438566,Catalog,0
5951433,Catalog,2
387086,Catalog,0
5649204,Catalog,4
13018418,Catalog,2
12478166,Catalog,1
12990182,Catalog,1
6520476,Catalog,1
6135273,Catalog,5
13277473,Catalog,8
13836452,Catalog,4
12055203,Catalog,2
15178657,Catalog,0
2065014,Catalog,5
1998324,Catalog,2
9049804,Catalog,3
8348884,Catalog,1
3625832,Catalog,1
2569113,Catalog,1
3182440,Catalog,2
14156433,Catalog,4
7119830,Catalog,2
14603816,Catalog,1
2583678,Catalog,2
9126550,Catalog,4
13300827,Catalog,2
12853678,Catalog,3
8773466,Catalog,1
7653846,Catalog,1
13325618,Catalog,0
14249011,Catalog,1
14580010,Catalog,6
6880991,Catalog,3
12677804,Catalog,4
7174529,Catalog,2
13398344,Catalog,1
5560111,Catalog,0
13346237,Catalog,7
6288060,Catalog,0
14673516,Catalog,2
1052616,Catalog,7
3276568,Catalog,3
1626562,Catalog,1
9986153,Catalog,1
8790055,Catalog,3
13722198,Catalog,4
4696906,Catalog,1
9344026,Catalog,5
3444975,Catalog,8
11267755,Catalog,1
15405546,Catalog,0
15892781,Catalog,2
10522457,Catalog,1
11332677,Catalog,0
6905039,Catalog,1
14033496,Catalog,6
3671489,Catalog,1
15316824,Catalog,2
12113907,Catalog,0
14387183,Catalog,0
13847191,Catalog,1
13463514,Catalog,1
6388809,Catalog,2
10554787,Catalog,0
862206,Catalog,1
13348510,Catalog,0
5175076,Catalog,4
7191272,Catalog,0
4896054,Catalog,6
7735398,Catalog,1
3163257,Catalog,3
12444778,Catalog,0
15236573,Catalog,2
3689712,Catalog,0
6026340,Catalog,1
1612460,Catalog,10
2107205,Catalog,2
14714327,Catalog,2
6375843,Catalog,0
3078199,Catalog,0
192150,Catalog,0
1683473,Catalog,3
3086574,Catalog,7
16290825,Catalog,3
3896463,Catalog,0
2454310,Catalog,9
14338188,Catalog,6
13896431,Catalog,1
9689848,Catalog,1
4313881,Catalog,1
678146,Catalog,1
15139069,Catalog,0
6297006,Catalog,1
5704037,Catalog,0
3775857,Catalog,4
11208098,Catalog,0
9896818,Catalog,2
14868222,Catalog,4
13211217,Catalog,1
5089541,Catalog,6
2112917,Catalog,3
14747069,Catalog,2
1695518,Catalog,2
10371368,Catalog,0
6173352,Catalog,9
5152939,Catalog,5
259162,Catalog,0
7879716,Catalog,6
16254514,Catalog,1
10238715,Catalog,2
12715716,Catalog,0
709055,Catalog,0
7071807,Catalog,0
15719575,Catalog,5
12711165,Catalog,0
2904323,Catalog,0
14868741,Catalog,0
8781943,Catalog,2
11616038,Catalog,0
13167911,Catalog,1
15448089,Catalog,4
6032259,Catalog,1
4968503,Catalog,0
4921047,Catalog,1
3227196,Catalog,0
12000942,Catalog,10
14509238,Catalog,0
9418163,Catalog,7
15297880,Catalog,1
832571,Catalog,1
5761018,Catalog,1
2696046,Catalog,5
2192480,Catalog,2
1170080,Catalog,3
15821889,Catalog,2
5024616,Catalog,3
6109908,Catalog,6
4197564,Catalog,0
2262023,Catalog,0
16101992,Catalog,2
9652021,Catalog,2
4037447,Catalog,0
6301431,Catalog,2
3273067,Catalog,4
14586143,Catalog,6
11603767,Catalog,3
16092632,Catalog,1
9562925,Catalog,0
3556515,Catalog,1
3718138,Catalog,1
8070670,Catalog,2
1314566,Catalog,1
10899180,Catalog,0
30466,Catalog,1
14038480,Catalog,1
1561925,Catalog,2
4315406,Catalog,3
1188427,Catalog,0
16611994,Catalog,4
15600210,Catalog,1
9217879,Catalog,0
5548069,Catalog,2
10722119,Catalog,1
465682,Catalog,0
13362504,Catalog,5
13446733,Catalog,0
12372705,Catalog,0
2947984,Catalog,0
7235628,Catalog,1
6472173,Catalog,0
2636844,Catalog,3
10790404,Catalog,2
1380235,Catalog,0
659644,Catalog,1
7286051,Catalog,2
3971170,Catalog,4
4433515,Catalog,1
5908945,Catalog,2
10295469,Catalog,0
5565178,Catalog,5
5526242,Catalog,2
7949674,Catalog,1
6685153,Catalog,3
5364730,Catalog,2
449901,Catalog,0
451043,Catalog,4
2273452,Catalog,4
6740711,Catalog,1
6853311,Catalog,3
6219103,Catalog,2
3218478,Catalog,7
9075988,Catalog,2
1484934,Catalog,5
12446768,Catalog,12
10009416,Catalog,1
11368217,Catalog,3
13328737,Catalog,0
2121945,Catalog,0
1578089,Catalog,6
5636426,Catalog,7
1769936,Catalog,0
6442365,Catalog,0
7744066,Catalog,2
1985606,Catalog,7
16411173,Catalog,1
2495383,Catalog,1
12177627,Catalog,0
2321268,Catalog,1
11835595,Catalog,3
9662549,Catalog,3
7820109,Catalog,9
15472208,Catalog,2
16024161,Catalog,4
14038706,Catalog,2
9631269,Catalog,0
1206292,Catalog,0
10550102,Catalog,1
12447914,Catalog,1
7528954,Catalog,1
14138139,Catalog,0
1616660,Catalog,4
15627600,Catalog,8
395110,Catalog,1
4138473,Catalog,0
5160033,Catalog,8
14149555,Catalog,2
12717003,Catalog,5
5076640,Catalog,2
3140621,Catalog,4
16271672,Catalog,0
1803379,Catalog,1
9244660,Catalog,0
6291662,Catalog,5
10564878,Catalog,1
3270010,Catalog,1
476621,Catalog,0
181351,Catalog,0
7123966,Catalog,0
8492192,Catalog,0
12985301,Catalog,0
14488332,Catalog,0
1783914,Catalog,2
1051295,Catalog,2
1805121,Catalog,0
4913685,Catalog,1
1890275,Catalog,0
3476208,Catalog,1
5618589,Catalog,0
5170387,Catalog,1
7918359,Catalog,6
4813640,Catalog,1
12185746,Catalog,2
1592762,Catalog,0
8412790,Catalog,0
3505930,Catalog,1
15763716,Catalog,1
795461,Catalog,2
12273412,Catalog,0
10493101,Catalog,4
4168431,Catalog,4
5644629,Catalog,5
5293771,Catalog,4
629998,Catalog,1
5884340,Catalog,0
3290830,Catalog,4
3755770,Catalog,1
15849180,Catalog,1
4828335,Catalog,2
6916780,Catalog,0
14710532,Catalog,5
12836523,Catalog,5
11689940,Catalog,0
3352606,Catalog,2
7085419,Catalog,7
7284555,Catalog,6
10736748,Catalog,2
3826143,Catalog,3
8739096,Catalog,3
10902362,Catalog,2
16645044,Catalog,0
14910270,Catalog,0
10214926,Catalog,0
5348007,Catalog,1
4844246,Catalog,1
4209003,Catalog,6
16159754,Catalog,2
1243246,Catalog,2
4407197,Catalog,0
2308380,Catalog,1
3502362,Catalog,0
7905511,Catalog,0
10812601,Catalog,1
8732940,Catalog,4
16763099,Catalog,6
4216472,Catalog,4
13582207,Catalog,3
14776313,Catalog,6
13705737,Catalog,0
12128787,Catalog,1
13024714,Catalog,2
3146257,Catalog,1
2745654,Catalog,4
15286245,Catalog,0
449115,Catalog,0
14705162,Catalog,4
2577991,Catalog,0
7859929,Catalog,1
6610185,Catalog,0
4168607,Catalog,3
16767899,Catalog,6
4234301,Catalog,0
8510724,Catalog,1
15075785,Catalog,2
14184520,Catalog,2
14753953,Catalog,0
16357310,Catalog,1
12089448,Catalog,4
1536686,Catalog,0
1282965,Catalog,2
3128498,Catalog,4
14588021,Catalog,0
27929,Catalog,11
421364,Catalog,2
15435002,Catalog,2
12854213,Catalog,6
7819029,Catalog,1
4856398,Catalog,1
7169199,Catalog,8
12252093,Catalog,2
6594618,Catalog,2
12059442,Catalog,0
4755744,Catalog,0
243003,Catalog,0
10927052,Catalog,4
9087777,Catalog,10
9228663,Catalog,2
6889518,Catalog,1
13879629,Catalog,1
6733120,Catalog,4
16033449,Catalog,8
10002410,Catalog,9
1812376,Catalog,2
8684415,Catalog,2
790419,Catalog,0
4238720,Catalog,1
675874,Catalog,4
6270349,Catalog,2
12452448,Catalog,1
11803706,Catalog,0
12946988,Catalog,0
9928668,Catalog,0
13536032,Catalog,0
12928571,Catalog,6
14931420,Catalog,5
14012865,Catalog,0
2504210,Catalog,0
1854450,Catalog,3
12472663,Catalog,3
1527684,Catalog,1
5856636,Catalog,1
8410570,Catalog,1
1748796,Catalog,3
10042304,Catalog,0
620495,Catalog,1
16588833,Catalog,3
4608007,Catalog,2
11973846,Catalog,1
5490378,Catalog,2
2074465,Catalog,4
7623844,Catalog,3
11332044,Catalog,4
2112952,Catalog,2
4689258,Catalog,7
16058904,Catalog,2
15710682,Catalog,0
3131398,Catalog,2
8228805,Catalog,0
2172966,Catalog,1
14984595,Catalog,0
4455163,Catalog,3
10475723,Catalog,4
7274016,Catalog,0
8979237,Catalog,1
12421376,Catalog,1
16026479,Catalog,1
2993608,Catalog,2
2150369,Catalog,3
1706671,Catalog,1
15623785,Catalog,1
1741584,Catalog,2
5211321,Catalog,11
5666996,Catalog,2
4835534,Catalog,3
7475758,Catalog,1
15048233,Catalog,2
15393641,Catalog,8
2249578,Catalog,2
1232559,Catalog,4
1311151,Catalog,2
3259965,Catalog,8
8773680,Catalog,2
573393,Catalog,4
4304966,Catalog,1
6613885,Catalog,2
14232890,Catalog,7
7783482,Catalog,0
7275503,Catalog,1
15868718,Catalog,0
2990210,Catalog,0
4992479,Catalog,0
9631262,Catalog,2
10348480,Catalog,0
9771544,Catalog,1
2336806,Catalog,1
3804004,Catalog,2
12424881,Catalog,1
15617017,Catalog,0
10141701,Catalog,2
15099996,Catalog,1
4941236,Catalog,6
12402674,Catalog,3
9865824,Catalog,1
16554014,Catalog,4
7480877,Catalog,6
4238952,Catalog,2
11870556,Catalog,1
4679793,Catalog,4
8530369,Catalog,4
2756561,Catalog,0
13653923,Catalog,0
14136934,Catalog,9
9822457,Catalog,0
7354924,Catalog,3
5502205,Catalog,0
15194688,Catalog,3
12031274,Catalog,2
6656756,Catalog,1
5767874,Catalog,0
3101724,Catalog,0
9827966,Catalog,0
4379859,Catalog,4
361468,Catalog,9
4070000,Catalog,4
6512129,Catalog,1
2132091,Catalog,0
1823477,Catalog,4
12602019,Catalog,7
9142309,Catalog,1
13952912,Catalog,2
11915738,Catalog,6
12643960,Catalog,4
743146,Catalog,1
10691140,Catalog,12
1578617,Catalog,2
2022795,Catalog,0
4407566,Catalog,10
5699127,Catalog,1
6442475,Catalog,0
529197,Catalog,4
8949738,Catalog,4
16593894,Catalog,2
5873225,Catalog,4
8778513,Catalog,1
4693909,Catalog,0
16566777,Catalog,0
2139615,Catalog,3
13098056,Catalog,0
15615557,Catalog,1
6160307,Catalog,0
8970017,Catalog,2
1803904,Catalog,1
9588148,Catalog,2
11363961,Catalog,2
1800738,Catalog,1
14195417,Catalog,0
11511502,Catalog,2
11809570,Catalog,4
5849077,Catalog,4
4294034,Catalog,4
9126253,Catalog,1
13962272,Catalog,0
12550396,Catalog,0
14315028,Catalog,1
11898395,Catalog,1
4375203,Catalog,1
15376645,Catalog,1
7348474,Catalog,0
7844667,Catalog,0
4281629,Catalog,4
5605262,Catalog,1
3825136,Catalog,2
10772495,Catalog,1
7309975,Catalog,0
10101685,Catalog,3
15381407,Catalog,1
13093641,Catalog,1
408419,Catalog,1
2523172,Catalog,1
14379681,Catalog,2
6375044,Catalog,4
9009082,Catalog,1
11565471,Catalog,1
10912189,Catalog,2
8868025,Catalog,1
13482302,Catalog,6
16630476,Catalog,0
14019059,Catalog,0
5306107,Catalog,1
3515960,Catalog,2
10511195,Catalog,3
9263557,Catalog,1
9759554,Catalog,0
12538481,Catalog,9
12502726,Catalog,0
6108453,Catalog,2
13264908,Catalog,10
16136668,Catalog,0
7919595,Catalog,0
12030569,Catalog,1
357355,Catalog,1
14494556,Catalog,8
3886727,Catalog,0
796824,Catalog,0
4065951,Catalog,5
14266653,Catalog,1
6553587,Catalog,0
9523228,Catalog,3
12726480,Catalog,0
14864580,Catalog,0
576600,Catalog,0
14946881,Catalog,2
15827972,Catalog,0
14933846,Catalog,2
858064,Catalog,4
1329648,Catalog,0
4685616,Catalog,1
16555767,Catalog,6
9445467,Catalog,2
4470062,Catalog,1
2837619,Catalog,0
10510468,Catalog,2
8237749,Catalog,0
11108040,Catalog,2
5424888,Catalog,3
15757027,Catalog,0
5347094,Catalog,1
15309368,Catalog,4
4998738,Catalog,4
5222297,Catalog,0
2316266,Catalog,1
1026128,Catalog,0
10382081,Catalog,1
13949495,Catalog,0
2547714,Catalog,0
8116270,Catalog,4
8794758,Catalog,0
2886835,Catalog,3
3658085,Catalog,0
4262030,Catalog,1
4664187,Catalog,0
9859032,Catalog,2
2738817,Catalog,7
5716439,Catalog,0
6132823,Catalog,1
9724544,Catalog,6
6301195,Catalog,4
16313305,Catalog,4
3453628,Catalog,1
14262070,Catalog,4
5113233,Catalog,0
7257779,Catalog,0
754888,Catalog,2
5680096,Catalog,11
7243376,Catalog,0
13285274,Catalog,4
902246,Catalog,1
7281187,Catalog,1
4116446,Catalog,3
14644437,Catalog,0
817915,Catalog,0
11962292,Catalog,1
4949263,Catalog,1
8467886,Catalog,3
15774235,Catalog,5
8660881,Catalog,2
1958766,Catalog,0
6010570,Catalog,5
11100317,Catalog,0
4716233,Catalog,0
15196654,Catalog,1
13513847,Catalog,1
5690850,Catalog,2
16514952,Catalog,4
334522,Catalog,1
10398225,Catalog,1
14954792,Catalog,2
12398659,Catalog,3
13470040,Catalog,2
4434877,Catalog,0
7577518,Catalog,0
7357979,Catalog,4
12547733,Catalog,1
4029675,Catalog,2
10315303,Catalog,4
12219872,Catalog,0
889907,Catalog,9
14043341,Catalog,0
9826473,Catalog,0
12606103,Catalog,1
16446825,Catalog,0
1883784,Catalog,2
6751584,Catalog,1
4694757,Catalog,5
15403078,Catalog,6
6166628,Catalog,1
11226284,Catalog,8
629138,Catalog,0
409224,Catalog,7
597799,Catalog,1
5720908,Catalog,4
13829511,Catalog,0
428382,Catalog,0
11890121,Catalog,1
14062896,Catalog,0
14989629,Catalog,0
6372589,Catalog,1
15636959,Catalog,4
13181332,Catalog,7
8228947,Catalog,1
15366646,Catalog,3
3981620,Catalog,0
12182360,Catalog,8
13647471,Catalog,2
8456526,Catalog,4
5141149,Catalog,0
1464974,Catalog,0
5190596,Catalog,3
9370574,Catalog,3
5843385,Catalog,6
10328755,Catalog,1
8948977,Catalog,3
13972149,Catalog,3
9686696,Catalog,1
3926104,Catalog,0
4707899,Catalog,0
6023420,Catalog,5
9988836,Catalog,0
11495486,Catalog,2
9506267,Catalog,8
1412968,Catalog,1
12252756,Catalog,1
9400269,Catalog,2
7728190,Catalog,4
13482432,Catalog,0
3880787,Catalog,1
12898203,Catalog,0
14722868,Catalog,0
768259,Catalog,2
11662482,Catalog,1
14415127,Catalog,1
5263603,Catalog,0
865628,Catalog,5
3796319,Catalog,0
1399266,Catalog,0
6709335,Catalog,1
6731647,Catalog,1
5371447,Catalog,0
176580,Catalog,2
9227505,Catalog,2
4679604,Catalog,2
1938764,Catalog,3
14016787,Catalog,1
5782427,Catalog,0
1948240,Catalog,6
6451766,Catalog,0
8121524,Catalog,1
12114861,Catalog,0
15994759,Catalog,1
189205,Catalog,9
3340613,Catalog,3
12208221,Catalog,0
3711027,Catalog,4
14435451,Catalog,0
4912950,Catalog,2
15786365,Catalog,1
10622077,Catalog,1
10272,Catalog,5
618703,Catalog,1
948262,Catalog,0
4660054,Catalog,0
11256894,Catalog,0
1392847,Catalog,3
10378954,Catalog,2
9414515,Catalog,0
6704978,Catalog,1
14755444,Catalog,3
11707098,Catalog,2
10704762,Catalog,2
8242761,Catalog,5
6076287,Catalog,0
710247,Catalog,2
13053315,Catalog,2
13318365,Catalog,0
4991263,Catalog,3
7293620,Catalog,4
361126,Catalog,2
7367368,Catalog,2
12050191,Catalog,1
1849075,Catalog,1
2836191,Catalog,0
8536549,Catalog,1
1923224,Catalog,9
12288943,Catalog,2
4184863,Catalog,3
5377370,Catalog,4
8111622,Catalog,1
95029,Catalog,1
11286788,Catalog,1
10136422,Catalog,0
820040,Catalog,6
12527176,Catalog,5
16254404,Catalog,0
9050706,Catalog,5
3731810,Catalog,1
5435482,Catalog,2
15598768,Catalog,1
16713177,Catalog,2
12067404,Catalog,0
4071316,Catalog,0
14700753,Catalog,2
7458835,Catalog,2
16593831,Catalog,2
14480782,Catalog,5
4082294,Catalog,0
9917932,Catalog,1
4071349,Catalog,0
8696489,Catalog,3
14663664,Catalog,1
16333013,Catalog,1
8897598,Catalog,1
1266645,Catalog,0
1246362,Catalog,2
3507983,Catalog,2
3720521,Catalog,1
11535971,Catalog,4
15727831,Catalog,0
7921417,Catalog,1
11339591,Catalog,2
4866584,Catalog,0
10665467,Catalog,1
5851672,Catalog,1
4125678,Catalog,6
8618576,Catalog,2
9420660,Catalog,2
6447671,Catalog,2
14672215,Catalog,2
8971663,Catalog,1
689520,Catalog,1
12979166,Catalog,0
12370512,Catalog,0
15781358,Catalog,0
11778073,Catalog,4
3866545,Catalog,0
7740029,Catalog,0
4128151,Catalog,3
13242803,Catalog,0
14551229,Catalog,2
8766327,Catalog,0
7469773,Catalog,0
15423847,Catalog,0
11439590,Catalog,4
9135843,Catalog,2
8249685,Catalog,4
11439850,Catalog,2
8698177,Catalog,0
259636,Catalog,1
7872959,Catalog,0
8486300,Catalog,0
2926668,Catalog,4
15779617,Catalog,3
4190186,Catalog,0
16147709,Catalog,4
4813958,Catalog,0
12845775,Catalog,0
13427008,Catalog,1
10542861,Catalog,2
11517399,Catalog,0
11855470,Catalog,0
8306119,Catalog,1
1842328,Catalog,1
1228712,Catalog,1
7392014,Catalog,1
7225189,Catalog,1
14418135,Catalog,1
11332693,Catalog,0
10255191,Catalog,3
452799,Catalog,0
16135725,Catalog,0
8883294,Catalog,1
6089685,Catalog,1
1212578,Catalog,3
3073918,Catalog,0
12103170,Catalog,2
4049887,Catalog,0
14077733,Catalog,0
2202281,Catalog,4
14013122,Catalog,4
4787866,Catalog,4
13253282,Catalog,1
2383902,Catalog,1
13442662,Catalog,4
11340189,Catalog,0
14907319,Catalog,1
1262475,Catalog,0
5743767,Catalog,1
5451081,Catalog,2
13370270,Catalog,1
7971273,Catalog,1
15844749,Catalog,0
6134307,Catalog,0
13380090,Catalog,0
9802558,Catalog,3
10405676,Catalog,4
4140724,Catalog,6
8044674,Catalog,7
7860906,Catalog,0
4038164,Catalog,0
14598594,Catalog,0
1325331,Catalog,0
12374956,Catalog,4
6319450,Catalog,1
4030170,Catalog,0
7325098,Catalog,1
3841665,Catalog,5
2793832,Catalog,1
1285772,Catalog,5
14964655,Catalog,0
13968919,Catalog,4
9724573,Catalog,4
10562261,Catalog,2
4849794,Catalog,0
3506679,Catalog,1
